state_name,district_name,crop_year,season,crop,area_,production_,Yield_kg_ha
Andhra Pradesh,ANANTAPUR,2014,Kharif,rice,22658.0,68155.0,3007.9883484861857
Andhra Pradesh,ANANTAPUR,2014,Kharif,sapota,2151.0,19520.0,9074.848907484891
Andhra Pradesh,ANANTAPUR,2014,Kharif,millet,691.0,606.0,876.9898697539797
Andhra Pradesh,ANANTAPUR,2014,Kharif,soyabean,44.0,50.0,1136.3636363636363
Andhra Pradesh,ANANTAPUR,2014,Kharif,sugarcane,30.0,2456.0,81866.66666666667
Andhra Pradesh,ANANTAPUR,2014,Kharif,sunflower,5066.0,1180.0,232.9253849190683
Andhra Pradesh,ANANTAPUR,2014,Kharif,tobacco,15.0,43.0,2866.6666666666665
Andhra Pradesh,ANANTAPUR,2014,Kharif,tomato,3976.0,113236.0,28479.879275653922
Andhra Pradesh,ANANTAPUR,2014,Kharif,turmeric,19.0,223.0,11736.842105263158
Andhra Pradesh,ANANTAPUR,2014,Kharif,blackgram,188.0,249.0,1324.468085106383
Andhra Pradesh,ANANTAPUR,2014,Rabi,pearl millet,47.0,28.0,595.7446808510638
Andhra Pradesh,ANANTAPUR,2014,Rabi,brinjal,468.0,11108.0,23735.042735042734
Andhra Pradesh,ANANTAPUR,2014,Rabi,cabbage,2.0,25.0,12500.0
Andhra Pradesh,ANANTAPUR,2014,Rabi,castor seed,229.0,131.0,572.0524017467249
Andhra Pradesh,ANANTAPUR,2014,Rabi,coriander,8223.0,4251.0,516.9646114556731
Andhra Pradesh,ANANTAPUR,2014,Rabi,cotton(lint),884.0,1244.0,1407.2398190045249
Andhra Pradesh,ANANTAPUR,2014,Rabi,cowpea(lobia),234.0,263.0,1123.931623931624
Andhra Pradesh,ANANTAPUR,2014,Rabi,dry chillies,124.0,387.0,3120.967741935484
Andhra Pradesh,ANANTAPUR,2014,Rabi,gram,68092.0,38676.0,567.9962403806614
Andhra Pradesh,ANANTAPUR,2014,Rabi,groundnut,14957.0,24679.0,1649.9966570836398
Andhra Pradesh,ANANTAPUR,2014,Rabi,horse-gram,8079.0,3700.0,457.97747245946283
Andhra Pradesh,ANANTAPUR,2014,Rabi,sorghum,5263.0,1368.0,259.927797833935
Andhra Pradesh,ANANTAPUR,2014,Rabi,maize,4474.0,31618.0,7067.054090299508
Andhra Pradesh,ANANTAPUR,2014,Rabi,greengram,586.0,481.0,820.8191126279863
Andhra Pradesh,ANANTAPUR,2014,Rabi,onion,297.0,6767.0,22784.511784511786
Andhra Pradesh,ANANTAPUR,2014,Rabi,other  rabi pulses,2.0,2.0,1000.0
Andhra Pradesh,ANANTAPUR,2014,Rabi,potato,77.0,1442.0,18727.272727272728
Andhra Pradesh,ANANTAPUR,2014,Rabi,finger millet,734.0,1122.0,1528.6103542234332
Andhra Pradesh,ANANTAPUR,2014,Rabi,rice,6553.0,14377.0,2193.9569662749886
Andhra Pradesh,ANANTAPUR,2014,Rabi,safflower,310.0,87.0,280.64516129032256
Andhra Pradesh,ANANTAPUR,2014,Rabi,millet,47.0,41.0,872.3404255319149
Andhra Pradesh,ANANTAPUR,2014,Rabi,sunflower,3386.0,1642.0,484.93797991730656
Andhra Pradesh,ANANTAPUR,2014,Rabi,sweet potato,4.0,44.0,11000.0
Andhra Pradesh,ANANTAPUR,2014,Rabi,tobacco,341.0,635.0,1862.1700879765397
Andhra Pradesh,ANANTAPUR,2014,Rabi,tomato,4191.0,87055.0,20771.892149844905
Andhra Pradesh,ANANTAPUR,2014,Rabi,blackgram,42.0,61.0,1452.3809523809523
Andhra Pradesh,ANANTAPUR,2014,Whole Year,coconut,687.0,5756000.0,8378457.059679767
Andhra Pradesh,ANANTAPUR,2014,Whole Year,rice,29211.0,82532.0,2825.3740029440964
Andhra Pradesh,CHITTOOR,1997,Kharif,pigeonpea,6100.0,900.0,147.54098360655738
Andhra Pradesh,CHITTOOR,1997,Kharif,pearl millet,1700.0,1900.0,1117.6470588235295
Andhra Pradesh,CHITTOOR,1997,Kharif,dry chillies,600.0,800.0,1333.3333333333333
Andhra Pradesh,CHITTOOR,1997,Kharif,groundnut,234900.0,144200.0,613.8782460621541
Andhra Pradesh,CHITTOOR,1997,Kharif,horse-gram,3100.0,2000.0,645.1612903225806
Andhra Pradesh,CHITTOOR,1997,Kharif,sorghum,2400.0,1500.0,625.0
Andhra Pradesh,CHITTOOR,1997,Kharif,maize,100.0,300.0,3000.0
Andhra Pradesh,CHITTOOR,1997,Kharif,greengram,200.0,100.0,500.0
Andhra Pradesh,CHITTOOR,1997,Kharif,other kharif pulses,2200.0,300.0,136.36363636363637
