state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,month,year,quarter
Uttar Pradesh,Bulandshahar,Gulavati,guava,Guava,2019-03-04,908,912,910,3,2019,1
Uttar Pradesh,Bulandshahar,Gulavati,onion,Other,2019-03-04,983,987,985,3,2019,1
Uttar Pradesh,Bulandshahar,Gulavati,potato,Other,2019-03-04,438,442,440,3,2019,1
Uttar Pradesh,Bulandshahar,Gulavati,raddish,Other,2019-03-04,218,222,220,3,2019,1
Uttar Pradesh,Bulandshahar,Gulavati,tomato,Other,2019-03-04,708,712,710,3,2019,1
Uttar Pradesh,Bulandshahar,Siyana,carrot,Carrot,2019-03-04,400,500,460,3,2019,1
Uttar Pradesh,Bulandshahar,Siyana,cauliflower,Cauliflower,2019-03-04,500,600,550,3,2019,1
Uttar Pradesh,Bulandshahar,Siyana,green chilli,Green Chilly,2019-03-04,910,1000,960,3,2019,1
Uttar Pradesh,Bulandshahar,Siyana,gur(jaggery),Yellow,2019-03-04,2100,2300,2200,3,2019,1
Uttar Pradesh,Bulandshahar,Siyana,onion,Red,2019-03-04,500,600,560,3,2019,1
Uttar Pradesh,Bulandshahar,Siyana,potato,Potato,2019-03-04,360,460,410,3,2019,1
Uttar Pradesh,Bulandshahar,Siyana,tomato,Other,2019-03-04,800,900,860,3,2019,1
Uttar Pradesh,Chitrakut,Mau(Chitrakut),arhar (tur/red gram)(whole),777 New Ind,2019-03-04,4450,4500,4475,3,2019,1
Uttar Pradesh,Chitrakut,Mau(Chitrakut),chickpea,Desi (Whole),2019-03-04,3850,3900,3875,3,2019,1
Uttar Pradesh,Chitrakut,Mau(Chitrakut),mustard,Big 100 Kg,2019-03-04,3450,3500,3475,3,2019,1
Uttar Pradesh,Chitrakut,Mau(Chitrakut),rice,1009 Kar,2019-03-04,1750,1800,1775,3,2019,1
Uttar Pradesh,Chitrakut,Mau(Chitrakut),wheat,147 Average,2019-03-04,1900,1950,1925,3,2019,1
Uttar Pradesh,Etah,Aliganj,bajra(pearl millet/cumbu),Deshi,2019-03-04,1800,1850,1830,3,2019,1
Uttar Pradesh,Etah,Aliganj,banana - green,Banana - Green,2019-03-04,800,1000,900,3,2019,1
Uttar Pradesh,Etah,Aliganj,brinjal,Round/Long,2019-03-04,600,800,700,3,2019,1
Uttar Pradesh,Etah,Aliganj,carrot,Carrot,2019-03-04,400,600,500,3,2019,1
Uttar Pradesh,Etah,Aliganj,cauliflower,Cauliflower,2019-03-04,500,700,600,3,2019,1
Uttar Pradesh,Etah,Aliganj,colacasia,Colacasia,2019-03-04,1000,1200,1100,3,2019,1
Uttar Pradesh,Etah,Aliganj,field pea,Field Pea,2019-03-04,400,600,500,3,2019,1
Uttar Pradesh,Etah,Aliganj,garlic,Desi,2019-03-04,700,900,800,3,2019,1
Uttar Pradesh,Etah,Aliganj,ginger(green),Green Ginger,2019-03-04,3800,4000,3900,3,2019,1
Uttar Pradesh,Etah,Aliganj,green chilli,Green Chilly,2019-03-04,1200,1400,1300,3,2019,1
Uttar Pradesh,Etah,Aliganj,mustard,Big 100 Kg,2019-03-04,3000,3200,3100,3,2019,1
Uttar Pradesh,Etah,Aliganj,onion,Red,2019-03-04,600,800,700,3,2019,1
Uttar Pradesh,Etah,Aliganj,potato,Local,2019-03-04,400,600,500,3,2019,1
Uttar Pradesh,Etah,Aliganj,tobacco,Beedi,2019-03-04,1800,2000,1900,3,2019,1
Uttar Pradesh,Etah,Aliganj,tomato,Deshi,2019-03-04,600,800,700,3,2019,1
Uttar Pradesh,Etah,Aliganj,wheat,Dara,2019-03-04,1800,2000,1900,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,bajra(pearl millet/cumbu),Hybrid,2019-03-04,1550,1750,1650,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,brinjal,Brinjal,2019-03-04,550,650,600,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,carrot,Carrot,2019-03-04,700,800,750,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,cauliflower,Cauliflower,2019-03-04,400,500,450,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,green chilli,Green Chilly,2019-03-04,1200,1300,1250,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,green peas,Green Peas,2019-03-04,600,700,650,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,guava,Guava,2019-03-04,900,1000,950,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,potato,Desi,2019-03-04,300,450,400,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,pumpkin,Pumpkin,2019-03-04,500,600,550,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,raddish,Raddish,2019-03-04,450,550,500,3,2019,1
Uttar Pradesh,Etawah,Jasvantnagar,tomato,Hybrid,2019-03-04,650,750,700,3,2019,1
Uttar Pradesh,Farukhabad,Kamlaganj,maize,Yellow,2019-03-04,1600,1700,1650,3,2019,1
Uttar Pradesh,Farukhabad,Kamlaganj,potato,Desi,2019-03-04,400,450,430,3,2019,1
Uttar Pradesh,Farukhabad,Kamlaganj,wheat,Dara,2019-03-04,1850,1900,1870,3,2019,1
Uttar Pradesh,Fatehpur,Bindki,potato,Potato,2019-03-04,400,550,490,3,2019,1
Uttar Pradesh,Fatehpur,Kishunpur,gur(jaggery),Other,2019-03-04,2400,2600,2500,3,2019,1
Uttar Pradesh,Fatehpur,Kishunpur,paddy(dhan)(common),Common,2019-03-04,1600,1900,1750,3,2019,1
Uttar Pradesh,Fatehpur,Kishunpur,wheat,Dara,2019-03-04,1800,2100,1950,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,apple,Delicious,2019-03-04,5700,6000,5850,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,arhar dal(tur dal),Arhar Dal(Tur),2019-03-04,6000,6150,6080,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,banana,Medium,2019-03-04,1200,1350,1260,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,chickpea,Desi (Whole),2019-03-04,5250,5450,5330,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,black gram dal (urd dal),Black Gram Dal,2019-03-04,5400,5650,5500,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,bottle gourd,Bottle Gourd,2019-03-04,1650,2050,1800,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,brinjal,Round/Long,2019-03-04,900,1050,970,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,cabbage,Cabbage,2019-03-04,500,650,570,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,green chilli,Green Chilly,2019-03-04,2400,2650,2500,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,gur(jaggery),Red,2019-03-04,2200,2350,2260,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,lemon,Lemon,2019-03-04,2700,2850,2750,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,mousambi(sweet lime),Other,2019-03-04,2600,2750,2680,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,mustard,Mustard,2019-03-04,3950,4250,4100,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,mustard oil,Other,2019-03-04,9150,9400,9250,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,onion,Red,2019-03-04,700,850,760,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,papaya,Papaya,2019-03-04,1200,1450,1300,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,potato,Desi,2019-03-04,550,700,610,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,raddish,Raddish,2019-03-04,250,350,280,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,rice,III,2019-03-04,2550,2750,2670,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,sugar,Fine,2019-03-04,3300,3450,3380,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,tomato,Deshi,2019-03-04,900,1050,970,3,2019,1
Uttar Pradesh,Ghaziabad,Hapur,wheat,Dara,2019-03-04,1900,2100,1980,3,2019,1
Uttar Pradesh,Jalaun (Orai),Ait,wheat,Dara,2019-03-04,1980,1980,1980,3,2019,1
Uttar Pradesh,Jalaun (Orai),Kadaura,wheat,147 Average,2019-03-04,1750,1800,1775,3,2019,1
Uttar Pradesh,Jhansi,Baruwasagar,colacasia,Colacasia,2019-03-04,2130,2365,2245,3,2019,1
Uttar Pradesh,Jhansi,Baruwasagar,ginger(green),Green Ginger,2019-03-04,3165,3345,3245,3,2019,1
Uttar Pradesh,Jhansi,Chirgaon,black gram (urd beans)(whole),Black Gram (Whole),2019-03-04,3500,3700,3600,3,2019,1
Uttar Pradesh,Jhansi,Chirgaon,groundnut,Other,2019-03-04,3100,3200,3150,3,2019,1
Uttar Pradesh,Jhansi,Chirgaon,wheat,Dara,2019-03-04,1800,1850,1825,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),apple,Delicious,2019-03-04,6400,6600,6500,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),arhar dal(tur dal),Arhar Dal(Tur),2019-03-04,6700,6900,6800,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),banana,Banana - Ripe,2019-03-04,2100,2300,2200,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),chickpea,Desi (Whole),2019-03-04,4500,4650,4600,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),black gram dal (urd dal),Black Gram Dal,2019-03-04,6400,6600,6500,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),brinjal,Round/Long,2019-03-04,780,850,800,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),cabbage,Cabbage,2019-03-04,450,480,470,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),cauliflower,Local,2019-03-04,450,500,480,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),green chilli,Green Chilly,2019-03-04,2000,2200,2100,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),gur(jaggery),Red,2019-03-04,2300,2450,2400,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),maize,Yellow,2019-03-04,1780,1810,1800,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),mustard,Lohi Black,2019-03-04,3300,3450,3400,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),mustard oil,Mustard Oil,2019-03-04,8900,9090,9000,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),onion,Red,2019-03-04,780,866,800,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),paddy(dhan)(common),Fine,2019-03-04,2300,2450,2400,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),peas cod,Peas cod,2019-03-04,890,1090,1000,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),potato,Local,2019-03-04,450,500,480,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),rice,III,2019-03-04,2340,2540,2500,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),tomato,Deshi,2019-03-04,760,790,780,3,2019,1
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),wheat,Dara,2019-03-04,2000,2100,2040,3,2019,1
Uttar Pradesh,Kanpur,Rura,apple,Apple,2019-03-04,5500,5800,5800,3,2019,1
Uttar Pradesh,Kanpur,Rura,bajra(pearl millet/cumbu),Deshi,2019-03-04,1300,1400,1400,3,2019,1
Uttar Pradesh,Kanpur,Rura,banana,Banana - Ripe,2019-03-04,2200,2800,2800,3,2019,1
Uttar Pradesh,Kanpur,Rura,barley (jau),Dara,2019-03-04,1300,1400,1400,3,2019,1
Uttar Pradesh,Kanpur,Rura,bottle gourd,Bottle Gourd,2019-03-04,800,900,900,3,2019,1
Uttar Pradesh,Kanpur,Rura,brinjal,Brinjal,2019-03-04,950,1000,1000,3,2019,1
Uttar Pradesh,Kanpur,Rura,cabbage,Cabbage,2019-03-04,800,900,900,3,2019,1
Uttar Pradesh,Kanpur,Rura,cauliflower,African Sarson,2019-03-04,800,900,900,3,2019,1
Uttar Pradesh,Kanpur,Rura,ghee,Ghee,2019-03-04,28000,29000,29000,3,2019,1
Uttar Pradesh,Kanpur,Rura,green chilli,Green Chilly,2019-03-04,400,500,500,3,2019,1
Uttar Pradesh,Kanpur,Rura,green gram (moong)(whole),Ankola,2019-03-04,5500,5800,5800,3,2019,1
Uttar Pradesh,Kanpur,Rura,guava,Guava,2019-03-04,800,900,900,3,2019,1
Uttar Pradesh,Kanpur,Rura,jowar(sorghum),Annigeri,2019-03-04,1300,1400,1400,3,2019,1
Uttar Pradesh,Kanpur,Rura,maize,Hybrid Yellow (Cattle Feed),2019-03-04,1400,1500,1500,3,2019,1
Uttar Pradesh,Kanpur,Rura,mustard,Sarson(Black),2019-03-04,3400,3800,3800,3,2019,1
Uttar Pradesh,Kanpur,Rura,onion,Red,2019-03-04,800,900,900,3,2019,1
Uttar Pradesh,Kanpur,Rura,paddy(dhan)(basmati),1121,2019-03-04,1770,1775,1775,3,2019,1
Uttar Pradesh,Kanpur,Rura,paddy(dhan)(common),Common,2019-03-04,1750,1752,1752,3,2019,1
Uttar Pradesh,Kanpur,Rura,potato,Desi,2019-03-04,800,900,900,3,2019,1
Uttar Pradesh,Kanpur,Rura,pumpkin,Other,2019-03-04,1300,1400,1400,3,2019,1
Uttar Pradesh,Kanpur,Rura,raddish,Other,2019-03-04,800,900,900,3,2019,1
Uttar Pradesh,Kanpur,Rura,tomato,Deshi,2019-03-04,800,900,900,3,2019,1
Uttar Pradesh,Kanpur,Rura,wheat,Dara,2019-03-04,1755,1800,1800,3,2019,1
Uttar Pradesh,Kanpur,Rura,wood,Beete (Rose),2019-03-04,400,500,500,3,2019,1
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,onion,Red,2019-03-04,890,900,900,3,2019,1
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,potato,F.A.Q.,2019-03-04,430,440,440,3,2019,1
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,tomato,Local,2019-03-04,840,850,850,3,2019,1
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,gur(jaggery),Khandsari,2019-03-04,3000,3200,3100,3,2019,1
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,gur(jaggery),Other,2019-03-04,475,525,500,3,2019,1
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,gur(jaggery),Pathari,2019-03-04,2050,2150,2100,3,2019,1
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,pumpkin,Pumpkin,2019-03-04,320,380,350,3,2019,1
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,white pumpkin,White Pumpkin,2019-03-04,280,340,310,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,apple,Kasmir/Shimla - II,2019-03-04,6390,6435,6410,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,arhar dal(tur dal),Arhar Dal(Tur),2019-03-04,6350,6410,6380,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,banana,Banana - Ripe,2019-03-04,1750,1800,1785,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,banana - green,Banana - Green,2019-03-04,620,730,670,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,bottle gourd,Bottle Gourd,2019-03-04,1020,1080,1050,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,brinjal,Brinjal,2019-03-04,930,1000,960,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,cabbage,Cabbage,2019-03-04,660,730,700,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,capsicum,Capsicum,2019-03-04,1690,1750,1720,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,cauliflower,Cauliflower,2019-03-04,650,740,710,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,field pea,Field Pea,2019-03-04,820,890,860,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,garlic,Garlic,2019-03-04,2510,2560,2540,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,ginger(green),Green Ginger,2019-03-04,3500,3600,3540,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,grapes,Annabesahai,2019-03-04,4210,4260,4240,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,green chilli,Green Chilly,2019-03-04,1850,1930,1890,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,gur(jaggery),Pathari,2019-03-04,2400,2460,2430,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,mustard,Sarson(Black),2019-03-04,3050,3110,3085,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,mustard oil,Mustard Oil,2019-03-04,9220,9300,9245,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,onion,Red,2019-03-04,800,870,850,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,orange,Nagpuri,2019-03-04,1710,1790,1750,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,pomegranate,Pomogranate,2019-03-04,4110,4160,4140,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,potato,Potato,2019-03-04,490,530,500,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,pumpkin,Pumpkin,2019-03-04,1090,1150,1120,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,rice,Coarse,2019-03-04,2230,2300,2250,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,sugar,Chini,2019-03-04,3415,3470,3440,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,tomato,Tomato,2019-03-04,650,730,690,3,2019,1
Uttar Pradesh,Lakhimpur,Paliakala,wheat,Dara,2019-03-04,1820,1860,1845,3,2019,1
Uttar Pradesh,Mahoba,Charkhari,chickpea,999,2019-03-04,4000,4100,4050,3,2019,1
Uttar Pradesh,Mahoba,Charkhari,black gram (urd beans)(whole),Black Gram (Whole),2019-03-04,3700,3800,3750,3,2019,1
Uttar Pradesh,Mahoba,Charkhari,mustard,Big 100 Kg,2019-03-04,3400,3500,3450,3,2019,1
Uttar Pradesh,Mahoba,Charkhari,wheat,147 Average,2019-03-04,1800,1850,1825,3,2019,1
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,arhar dal(tur dal),Arhar Dal(Tur),2019-03-04,5800,6500,6200,3,2019,1
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,rice,1009 Kar,2019-03-04,1800,2300,2000,3,2019,1
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,wheat,Dara,2019-03-04,1650,1800,1735,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,apple,Delicious,2019-03-04,6200,6290,6250,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,arhar dal(tur dal),Arhar Dal(Tur),2019-03-04,6840,6910,6875,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,bengal gram dal (chana dal),Bengal Gram Dal,2019-03-04,5400,5470,5430,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,chickpea,Desi (Whole),2019-03-04,4960,5060,5010,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,black gram dal (urd dal),Black Gram Dal,2019-03-04,6390,6470,6430,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,bottle gourd,Bottle Gourd,2019-03-04,945,1010,980,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,brinjal,Brinjal,2019-03-04,790,850,820,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,garlic,Desi,2019-03-04,1960,2050,2000,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,ginger(green),Green Ginger,2019-03-04,5300,5400,5360,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,green chilli,Green Chilly,2019-03-04,1460,1545,1500,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,gur(jaggery),Red,2019-03-04,3145,3200,3170,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,lentil (masur)(whole),Masoor Gola,2019-03-04,4375,4445,4410,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,mustard,Sarson(Black),2019-03-04,4065,4120,4090,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,mustard oil,Mustard Oil,2019-03-04,9830,9940,9880,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,onion,Red,2019-03-04,830,885,860,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,peas(dry),Peas(Dry),2019-03-04,4845,4910,4880,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,potato,Potato,2019-03-04,580,625,600,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,rice,Coarse,2019-03-04,2300,2345,2320,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,tomato,Tomato,2019-03-04,475,530,500,3,2019,1
Uttar Pradesh,Mirzapur,Mirzapur,wheat,Dara,2019-03-04,1925,1970,1950,3,2019,1
Uttar Pradesh,Muradabad,Sambhal,apple,Delicious,2019-03-04,3900,4260,4130,3,2019,1
Uttar Pradesh,Muradabad,Sambhal,banana - green,Banana - Green,2019-03-04,300,420,360,3,2019,1
Uttar Pradesh,Muradabad,Sambhal,brinjal,Other,2019-03-04,390,520,460,3,2019,1
Uttar Pradesh,Muradabad,Sambhal,cabbage,Other,2019-03-04,200,470,260,3,2019,1
Uttar Pradesh,Muradabad,Sambhal,onion,Red,2019-03-04,470,610,530,3,2019,1
Uttar Pradesh,Muradabad,Sambhal,paddy(dhan)(common),Paddy,2019-03-04,1928,1945,1932,3,2019,1
Uttar Pradesh,Muradabad,Sambhal,peas(dry),Other,2019-03-04,360,560,400,3,2019,1
Uttar Pradesh,Muradabad,Sambhal,potato,Desi,2019-03-04,410,500,460,3,2019,1
Uttar Pradesh,Muradabad,Sambhal,tomato,Deshi,2019-03-04,360,535,450,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,apple,Delicious,2019-03-04,5800,5850,5820,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,banana - green,Banana - Green,2019-03-04,1260,1340,1310,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,barley (jau),Dara,2019-03-04,1450,1950,1940,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,bottle gourd,Bottle Gourd,2019-03-04,1250,1300,1280,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,brinjal,Brinjal,2019-03-04,1000,1060,1030,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,carrot,Carrot,2019-03-04,600,660,630,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,cauliflower,Cauliflower,2019-03-04,650,720,700,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,garlic,Garlic,2019-03-04,2050,2100,2090,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,green chilli,Green Chilly,2019-03-04,2230,2300,2260,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,gur(jaggery),Yellow,2019-03-04,2400,2600,2510,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,lemon,Lemon,2019-03-04,2620,2700,2660,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,maize,Yellow,2019-03-04,1700,1950,1930,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,mousambi(sweet lime),Mousambi,2019-03-04,2560,2650,2610,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,mustard,Mustard,2019-03-04,4050,4130,4100,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,mustard oil,Mustard Oil,2019-03-04,9230,9285,9270,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,onion,Red,2019-03-04,830,920,890,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,papaya,Papaya,2019-03-04,1130,1200,1170,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,potato,Desi,2019-03-04,600,650,615,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,pumpkin,Pumpkin,2019-03-04,750,830,800,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,rice,III,2019-03-04,2650,2725,2700,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,tomato,Tomato,2019-03-04,1030,1100,1070,3,2019,1
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,wheat,Dara,2019-03-04,1750,1980,1965,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,ber(zizyphus/borehannu),Other,2019-03-04,1000,1200,1150,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,okra,Bhindi,2019-03-04,1000,1200,1150,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,brinjal,Brinjal,2019-03-04,400,500,440,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,carrot,Carrot,2019-03-04,400,500,440,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,cauliflower,Local,2019-03-04,300,400,340,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,cucumbar(kheera),Cucumbar,2019-03-04,800,1000,900,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,green chilli,Green Chilly,2019-03-04,1000,1200,1100,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,green peas,Green Peas,2019-03-04,1000,1200,1100,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,lemon,Lemon,2019-03-04,3000,3200,3100,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,onion,Red,2019-03-04,1000,1200,1100,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,papaya,Papaya,2019-03-04,800,1000,900,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,potato,Local,2019-03-04,400,500,440,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,pumpkin,Pumpkin,2019-03-04,400,500,470,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,raddish,Raddish,2019-03-04,250,300,260,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,tomato,Local,2019-03-04,800,1000,900,3,2019,1
Uttar Pradesh,Muzaffarnagar,Thanabhawan,wood,Other,2019-03-04,250,300,295,3,2019,1
Uttar Pradesh,Raebarelli,Lalganj,paddy(dhan)(common),Common,2019-03-04,1750,1750,1750,3,2019,1
Uttar Pradesh,Raebarelli,Lalganj,potato,Desi,2019-03-04,450,550,500,3,2019,1
Uttar Pradesh,Rampur,Milak,mustard,Mustard,2019-03-04,3300,3400,3350,3,2019,1
Uttar Pradesh,Rampur,Milak,potato,Desi,2019-03-04,480,510,495,3,2019,1
Uttar Pradesh,Rampur,Milak,wheat,Other,2019-03-04,1900,1910,1905,3,2019,1
Uttar Pradesh,Saharanpur,Chutmalpur,apple,Apple,2019-03-04,3850,4100,3950,3,2019,1
Uttar Pradesh,Saharanpur,Chutmalpur,banana,Banana - Ripe,2019-03-04,1150,1250,1200,3,2019,1
Uttar Pradesh,Saharanpur,Chutmalpur,cabbage,Cabbage,2019-03-04,480,600,520,3,2019,1
Uttar Pradesh,Saharanpur,Chutmalpur,carrot,Carrot,2019-03-04,450,600,500,3,2019,1
Uttar Pradesh,Saharanpur,Chutmalpur,ginger(green),Green Ginger,2019-03-04,3700,3900,3800,3,2019,1
Uttar Pradesh,Saharanpur,Chutmalpur,green chilli,Green Chilly,2019-03-04,2150,2350,2250,3,2019,1
